ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
204294_at	3.80e-13	9.02e-15	11.684674	23.442648	2.9421633	AMT	aminomethyltransferase
227687_at	3.82e-13	9.08e-15	-11.682185	23.435764	-2.8514579	HYLS1	HYLS1, centriolar and ciliogenesis associated
209186_at	3.85e-13	9.17e-15	-11.678639	23.42595	-3.0250058	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
200778_s_at	3.89e-13	9.29e-15	-11.674029	23.413192	-3.8092249	SEPT2	septin 2
238447_at	3.98e-13	9.53e-15	11.664934	23.388012	4.4093406	RBMS3	RNA binding motif single stranded interacting protein 3
216640_s_at	3.98e-13	9.53e-15	-11.66486	23.387806	-2.5222916	PDIA6	protein disulfide isomerase family A member 6
221553_at	3.99e-13	9.56e-15	-11.663742	23.384712	-2.4699586	MAGT1	magnesium transporter 1
231013_at	4.06e-13	9.73e-15	11.657155	23.366467	3.2424671		
1553243_at	4.20e-13	1.01e-14	11.644131	23.330377	3.6191975	ITIH5	inter-alpha-trypsin inhibitor heavy chain family member 5
228434_at	4.20e-13	1.01e-14	11.643401	23.328354	5.4692129	BTNL9	butyrophilin like 9
239959_x_at	4.22e-13	1.02e-14	11.641424	23.322873	2.9354072		
205730_s_at	4.22e-13	1.02e-14	11.6405	23.320311	3.8291558	ABLIM3	actin binding LIM protein family member 3
209905_at	4.27e-13	1.03e-14	11.63579	23.307251	2.8500553	HOXA10-HOXA9///MIR196B///HOXA9	HOXA10-HOXA9 readthrough///microRNA 196b///homeobox A9
229802_at	4.28e-13	1.04e-14	-11.634327	23.303195	-4.5260651	WISP1	WNT1 inducible signaling pathway protein 1
218663_at	4.38e-13	1.06e-14	-11.626065	23.280279	-3.1100519	NCAPG	non-SMC condensin I complex subunit G
229227_at	4.39e-13	1.07e-14	11.624498	23.275931	2.1000594	DICER1-AS1	DICER1 antisense RNA 1
235629_at	4.42e-13	1.07e-14	-11.621479	23.267553	-4.6775792		
1554365_a_at	4.46e-13	1.09e-14	-11.617846	23.257474	-3.5535178	PPP2R5C	protein phosphatase 2 regulatory subunit B'gamma
1557910_at	4.64e-13	1.13e-14	-11.603171	23.216732	-6.2245664	HSP90AB1	heat shock protein 90 alpha family class B member 1
202290_at	4.74e-13	1.16e-14	-11.595119	23.194362	-3.7423404	PDAP1	PDGFA associated protein 1
210216_x_at	4.79e-13	1.17e-14	-11.590409	23.181275	-3.031304	RAD1	RAD1 checkpoint DNA exonuclease
209443_at	4.84e-13	1.18e-14	11.586653	23.170839	2.9152696	SERPINA5	serpin family A member 5
214941_s_at	4.86e-13	1.19e-14	-11.584247	23.164149	-2.8807724	PRPF40A	pre-mRNA processing factor 40 homolog A
230922_x_at	4.96e-13	1.22e-14	11.576589	23.14286	2.3425585	FUNDC2	FUN14 domain containing 2
201198_s_at	4.99e-13	1.23e-14	-11.574057	23.135819	-2.3795862	PSMD1	proteasome 26S subunit, non-ATPase 1
225291_at	5.02e-13	1.24e-14	-11.571151	23.127736	-2.4266242	PNPT1	polyribonucleotide nucleotidyltransferase 1
230595_at	5.09e-13	1.25e-14	11.566086	23.113647	3.7275348	PGM5-AS1	PGM5 antisense RNA 1
201435_s_at	5.20e-13	1.28e-14	-11.557689	23.090278	-3.2022656	EIF4E	eukaryotic translation initiation factor 4E
202407_s_at	5.21e-13	1.29e-14	-11.556501	23.086972	-2.7660274	PRPF31	pre-mRNA processing factor 31
200026_at	5.21e-13	1.29e-14	11.555727	23.084818	0.9408382	RPL34	ribosomal protein L34
218209_s_at	5.24e-13	1.30e-14	-11.553496	23.078607	-3.6824364	RPRD1A	regulation of nuclear pre-mRNA domain containing 1A
201856_s_at	5.25e-13	1.30e-14	-11.552499	23.075833	-2.9868485	ZFR	zinc finger RNA binding protein
65718_at	5.32e-13	1.32e-14	11.546954	23.060395	2.4156409	ADGRA2	adhesion G protein-coupled receptor A2
212194_s_at	5.33e-13	1.33e-14	-11.545613	23.05666	-2.771816	TM9SF4	transmembrane 9 superfamily member 4
201946_s_at	5.38e-13	1.34e-14	-11.542278	23.047372	-4.7606622	CCT2	chaperonin containing TCP1 subunit 2
222493_s_at	5.39e-13	1.34e-14	-11.54103	23.043894	-2.0261855	ZFAND3	zinc finger AN1-type containing 3
232852_at	5.40e-13	1.35e-14	11.540075	23.041235	2.7662211		
210717_at	5.50e-13	1.37e-14	-11.532783	23.020918	-2.732955		
221677_s_at	5.50e-13	1.38e-14	-11.531877	23.018394	-3.3794041	DONSON	downstream neighbor of SON
204312_x_at	5.52e-13	1.38e-14	-11.530638	23.014941	-3.7465145	CREB1	cAMP responsive element binding protein 1
226320_at	5.59e-13	1.40e-14	-11.5255	23.000621	-2.9314238	ALYREF	Aly/REF export factor
236600_at	5.61e-13	1.41e-14	11.523586	22.995287	2.9707505	SPG20	spastic paraplegia 20 (Troyer syndrome)
212296_at	5.63e-13	1.42e-14	-11.522166	22.991328	-1.9141115	PSMD14	proteasome 26S subunit, non-ATPase 14
228444_at	5.69e-13	1.43e-14	11.517433	22.97813	2.4974184	ARRB1	arrestin beta 1
1554441_a_at	5.73e-13	1.45e-14	-11.514833	22.970879	-3.353144	WAPL	WAPL cohesin release factor
1554260_a_at	5.78e-13	1.46e-14	-11.510835	22.959729	-2.9552293	FRYL	FRY like transcription coactivator
230158_at	5.80e-13	1.47e-14	11.50937	22.955643	1.5579361	DPY19L2	dpy-19 like 2
208630_at	6.06e-13	1.54e-14	11.492906	22.909696	1.3705259	HADHA	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit
205306_x_at	6.10e-13	1.55e-14	-11.490374	22.902627	-5.8160962	KMO	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)
208698_s_at	6.11e-13	1.55e-14	-11.489174	22.899278	-2.3080808	NONO	non-POU domain containing, octamer-binding
235867_at	6.28e-13	1.60e-14	11.479135	22.871238	3.1165405	GSTM3	glutathione S-transferase mu 3
1554408_a_at	6.33e-13	1.61e-14	-11.475845	22.862048	-4.7640886	TK1	thymidine kinase 1
200660_at	6.54e-13	1.67e-14	-11.463443	22.827386	-2.2978806	S100A11	S100 calcium binding protein A11
1552610_a_at	6.56e-13	1.67e-14	-11.462042	22.82347	-4.1727035	JAK1	Janus kinase 1
228770_at	6.63e-13	1.70e-14	11.457523	22.810834	3.5765586	GPR146	G protein-coupled receptor 146
226191_at	6.64e-13	1.70e-14	-11.456567	22.808161	-2.041529	GSK3B	glycogen synthase kinase 3 beta
210935_s_at	6.69e-13	1.72e-14	-11.453385	22.799261	-3.2495706	WDR1	WD repeat domain 1
239523_at	6.77e-13	1.74e-14	11.44849	22.785568	4.709752	TUSC5	tumor suppressor candidate 5
202129_s_at	6.80e-13	1.75e-14	-11.446777	22.780776	-3.1929636	RIOK3	RIO kinase 3
209053_s_at	6.80e-13	1.75e-14	-11.446322	22.779502	-3.6298	WHSC1	Wolf-Hirschhorn syndrome candidate 1
201646_at	6.92e-13	1.78e-14	-11.439651	22.760834	-4.0378343	SCARB2	scavenger receptor class B member 2
233080_s_at	6.97e-13	1.80e-14	-11.436481	22.751963	-2.0636875	PRPF40A	pre-mRNA processing factor 40 homolog A
239849_at	7.00e-13	1.81e-14	11.43439	22.746109	3.1099352		
219679_s_at	7.02e-13	1.82e-14	-11.432928	22.742018	-4.5113424	WAC	WW domain containing adaptor with coiled-coil
234989_at	7.02e-13	1.82e-14	-11.432635	22.741197	-4.0779942	MIR612///NEAT1	microRNA 612///nuclear paraspeckle assembly transcript 1 (non-protein coding)
203971_at	7.02e-13	1.82e-14	-11.432073	22.739623	-2.3688258	SLC31A1	solute carrier family 31 member 1
222679_s_at	7.05e-13	1.83e-14	-11.429817	22.733305	-2.6839119	DCUN1D1	defective in cullin neddylation 1 domain containing 1
205034_at	7.17e-13	1.87e-14	-11.423487	22.715578	-4.1345298	CCNE2	cyclin E2
229898_at	7.21e-13	1.88e-14	11.421154	22.709045	1.7573855	SNX33	sorting nexin 33
209678_s_at	7.36e-13	1.92e-14	-11.413129	22.686561	-3.0020299	PRKCI	protein kinase C iota
215936_s_at	7.48e-13	1.95e-14	-11.406956	22.66926	-3.8128613	KIAA1033	KIAA1033
1555928_at	7.48e-13	1.95e-14	11.406728	22.668619	0.9789368		
222862_s_at	7.48e-13	1.96e-14	11.405962	22.666474	3.4093253	AK5	adenylate kinase 5
217294_s_at	7.49e-13	1.96e-14	-11.405185	22.664294	-6.154067	ENO1	enolase 1
235103_at	7.81e-13	2.05e-14	-11.389885	22.621388	-3.5927365	MAN2A1	mannosidase alpha class 2A member 1
224615_x_at	7.90e-13	2.07e-14	-11.385474	22.609014	-1.4025356	HM13	histocompatibility minor 13
208901_s_at	8.07e-13	2.12e-14	-11.377106	22.585529	-1.5474066	TOP1	topoisomerase (DNA) I
213138_at	8.24e-13	2.17e-14	11.36931	22.563643	2.4370142	ARID5A	AT-rich interaction domain 5A
229164_s_at	8.30e-13	2.19e-14	11.366406	22.555487	1.7154747	ABTB1	ankyrin repeat and BTB domain containing 1
1552509_a_at	8.70e-13	2.30e-14	11.348922	22.506364	5.6637853	CD300LG	CD300 molecule like family member g
202483_s_at	8.73e-13	2.31e-14	-11.347391	22.502061	-1.9435732	RANBP1	RAN binding protein 1
225379_at	8.73e-13	2.31e-14	11.34701	22.500992	2.1443392	MAPT	microtubule associated protein tau
204648_at	9.18e-13	2.44e-14	11.328451	22.448801	2.020399	NPR1	natriuretic peptide receptor 1
210284_s_at	9.35e-13	2.48e-14	-11.321753	22.429953	-3.3569452	TAB2	TGF-beta activated kinase 1/MAP3K7 binding protein 2
201202_at	9.36e-13	2.49e-14	-11.320741	22.427103	-2.7830806	PCNA	proliferating cell nuclear antigen
206825_at	9.44e-13	2.51e-14	11.317241	22.417253	5.8731577	OXTR	oxytocin receptor
206061_s_at	9.68e-13	2.58e-14	-11.307957	22.391114	-3.4709598	DICER1	dicer 1, ribonuclease III
224582_s_at	9.68e-13	2.58e-14	-11.307663	22.390287	-2.9289383	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1
1554351_a_at	9.73e-13	2.60e-14	-11.305288	22.383598	-2.1899658	TIPRL	TOR signaling pathway regulator
208650_s_at	9.81e-13	2.62e-14	-11.301935	22.374154	-3.7475482	CD24	CD24 molecule
1552277_a_at	9.86e-13	2.64e-14	-11.299797	22.368131	-2.5671296	MSANTD3	Myb/SANT DNA binding domain containing 3
238066_at	9.89e-13	2.65e-14	11.298172	22.363552	6.3730539	RBP7	retinol binding protein 7
204479_at	9.98e-13	2.68e-14	-11.294516	22.353251	-2.2493667	OSTF1	osteoclast stimulating factor 1
202278_s_at	1.01e-12	2.72e-14	-11.289729	22.339761	-2.8431172	SPTLC1	serine palmitoyltransferase long chain base subunit 1
203380_x_at	1.03e-12	2.78e-14	11.28188	22.317633	1.5925606	SRSF5	serine and arginine rich splicing factor 5
227085_at	1.03e-12	2.78e-14	-11.281011	22.315183	-1.8467548	H2AFV	H2A histone family member V
231024_at	1.04e-12	2.79e-14	11.279492	22.310902	3.4444822	PGM5-AS1	PGM5 antisense RNA 1
214317_x_at	1.04e-12	2.82e-14	11.276542	22.30258	1.299697	RPS9	ribosomal protein S9
216942_s_at	1.05e-12	2.83e-14	-11.275286	22.29904	-2.6506791	CD58	CD58 molecule
222036_s_at	1.05e-12	2.85e-14	-11.273055	22.292747	-2.7320653	MCM4	minichromosome maintenance complex component 4
1558093_s_at	1.06e-12	2.87e-14	-11.270591	22.285796	-3.951258	SNHG4///MATR3	small nucleolar RNA host gene 4///matrin 3
227364_at	1.06e-12	2.87e-14	-11.269679	22.283224	-4.8792279		
230800_at	1.06e-12	2.88e-14	11.269112	22.281625	2.9914523	ADCY4	adenylate cyclase 4
223021_x_at	1.06e-12	2.88e-14	-11.268446	22.279745	-3.4807657	VTA1	vesicle trafficking 1
239453_at	1.08e-12	2.95e-14	-11.260052	22.256057	-2.9373255		
201381_x_at	1.13e-12	3.09e-14	-11.243546	22.209452	-1.5496597	CACYBP	calcyclin binding protein
204654_s_at	1.14e-12	3.12e-14	-11.240219	22.200057	-3.5978237	TFAP2A	transcription factor AP-2 alpha
1552617_a_at	1.15e-12	3.15e-14	-11.236917	22.190727	-3.2859585	RFWD2	ring finger and WD repeat domain 2
210092_at	1.15e-12	3.15e-14	-11.236538	22.189655	-3.4435354	MAGOHB///MAGOH	mago homolog B, exon junction complex core component///mago homolog, exon junction complex core component
218374_s_at	1.16e-12	3.17e-14	-11.234795	22.18473	-2.9059388	C12orf4	chromosome 12 open reading frame 4
216051_x_at	1.16e-12	3.18e-14	11.233267	22.180412	1.3305406	PRINS	psoriasis associated non-protein coding RNA induced by stress
219493_at	1.17e-12	3.23e-14	-11.228647	22.167355	-3.0530697	SHCBP1	SHC binding and spindle associated 1
222664_at	1.18e-12	3.25e-14	-11.22563	22.158827	-2.4827265	KCTD15	potassium channel tetramerization domain containing 15
222699_s_at	1.18e-12	3.26e-14	-11.225395	22.158163	-5.1222426	PLEKHF2	pleckstrin homology and FYVE domain containing 2
207821_s_at	1.18e-12	3.26e-14	-11.224807	22.156499	-2.5484614	PTK2	protein tyrosine kinase 2
212216_at	1.20e-12	3.31e-14	-11.219969	22.142822	-2.9599118	PREPL	prolyl endopeptidase-like
203878_s_at	1.20e-12	3.32e-14	-11.218828	22.139594	-6.0689771	MMP11	matrix metallopeptidase 11
40446_at	1.20e-12	3.32e-14	11.218744	22.139357	1.676068	PHF1	PHD finger protein 1
216242_x_at	1.22e-12	3.38e-14	-11.212263	22.121028	-2.7345238	UPK3BL///POLR2J3///POLR2J2///POLR2J4///POLR2J	uroplakin 3B-like///RNA polymerase II subunit J3///RNA polymerase II subunit J2///RNA polymerase II subunit J4, pseudogene///RNA polymerase II subunit J
1554804_a_at	1.22e-12	3.40e-14	11.210258	22.115355	1.1652343	CLDN19	claudin 19
242452_at	1.23e-12	3.42e-14	11.208392	22.110076	3.2303115		
219935_at	1.23e-12	3.43e-14	11.207024	22.106207	4.9335188	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5
227646_at	1.25e-12	3.47e-14	11.202504	22.093415	4.3821738	EBF1	early B-cell factor 1
235418_at	1.25e-12	3.49e-14	11.201059	22.089325	0.7819654	FAHD2A	fumarylacetoacetate hydrolase domain containing 2A
205913_at	1.27e-12	3.54e-14	11.196011	22.075039	6.6793836	PLIN1	perilipin 1
202589_at	1.27e-12	3.56e-14	-11.19405	22.069487	-4.0249875	TYMS	thymidylate synthetase
213923_at	1.27e-12	3.56e-14	-11.193309	22.067389	-1.7098295	RAP2B	RAP2B, member of RAS oncogene family
1555831_s_at	1.29e-12	3.61e-14	-11.189288	22.056005	-3.2053201	LRRC41	leucine rich repeat containing 41
228335_at	1.29e-12	3.61e-14	11.188806	22.054639	4.5910983	CLDN11	claudin 11
229287_at	1.29e-12	3.64e-14	11.18619	22.047231	2.4953739	PCNX1	pecanex homolog 1 (Drosophila)
240188_at	1.30e-12	3.65e-14	11.185073	22.044066	2.9871686		
207079_s_at	1.31e-12	3.69e-14	-11.180841	22.03208	-2.7554222	MED6	mediator complex subunit 6
223585_x_at	1.31e-12	3.71e-14	-11.179565	22.028464	-2.948572	KBTBD2	kelch repeat and BTB domain containing 2
205329_s_at	1.32e-12	3.71e-14	-11.178811	22.026328	-2.4224497	SNX4	sorting nexin 4
216320_x_at	1.33e-12	3.75e-14	11.175795	22.017783	2.9404028	MST1	macrophage stimulating 1
201083_s_at	1.34e-12	3.78e-14	-11.172884	22.009535	-2.1023152	BCLAF1	BCL2 associated transcription factor 1
218168_s_at	1.34e-12	3.79e-14	11.171336	22.005147	2.2578441	COQ8A	coenzyme Q8A
223289_s_at	1.34e-12	3.81e-14	-11.169741	22.000626	-3.338818	USP38	ubiquitin specific peptidase 38
1559467_at	1.35e-12	3.84e-14	11.167248	21.993561	1.9140671		
244027_at	1.35e-12	3.84e-14	11.166991	21.992832	1.8690005		
200728_at	1.38e-12	3.94e-14	-11.158023	21.967404	-2.6581982	ACTR2	ARP2 actin related protein 2 homolog
234942_s_at	1.39e-12	3.96e-14	-11.155875	21.961314	-2.7456008	DNTTIP1	deoxynucleotidyltransferase terminal interacting protein 1
202322_s_at	1.39e-12	3.98e-14	-11.154498	21.957409	-1.8438196	GGPS1	geranylgeranyl diphosphate synthase 1
209231_s_at	1.40e-12	3.99e-14	-11.153496	21.954566	-3.1252831	DCTN5	dynactin subunit 5
210691_s_at	1.40e-12	4.00e-14	-11.152963	21.953055	-2.2439295	CACYBP	calcyclin binding protein
218107_at	1.40e-12	4.01e-14	-11.151259	21.94822	-2.3147095	WDR26	WD repeat domain 26
212481_s_at	1.42e-12	4.06e-14	-11.147059	21.936305	-3.215329	TPM4	tropomyosin 4
229985_at	1.42e-12	4.06e-14	11.146977	21.936073	5.6527158	BTNL9	butyrophilin like 9
215303_at	1.42e-12	4.09e-14	11.144718	21.929661	2.7783808	DCLK1	doublecortin like kinase 1
1555278_a_at	1.44e-12	4.13e-14	-11.141289	21.919932	-3.2223872	CKAP5	cytoskeleton associated protein 5
222458_s_at	1.46e-12	4.22e-14	-11.134054	21.899395	-4.3203044	AKIRIN1	akirin 1
203308_x_at	1.48e-12	4.25e-14	11.131035	21.890824	1.2415373	HPS1	HPS1, biogenesis of lysosomal organelles complex 3 subunit 1
217834_s_at	1.49e-12	4.29e-14	-11.127933	21.882015	-2.1934304	SYNCRIP	synaptotagmin binding cytoplasmic RNA interacting protein
208864_s_at	1.49e-12	4.31e-14	-11.126147	21.876942	-1.8215421	TXN	thioredoxin
234971_x_at	1.52e-12	4.39e-14	11.119967	21.85939	1.3506031	PLCD3	phospholipase C delta 3
215227_x_at	1.52e-12	4.40e-14	-11.118922	21.856421	-2.2844651	ACP1	acid phosphatase 1, soluble
202971_s_at	1.53e-12	4.43e-14	-11.116371	21.849173	-3.2156487	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2
204162_at	1.56e-12	4.54e-14	-11.108288	21.826202	-3.7933132	NDC80	NDC80, kinetochore complex component
230578_at	1.61e-12	4.68e-14	11.097439	21.795356	2.4109052	ZNF471	zinc finger protein 471
228519_x_at	1.63e-12	4.73e-14	11.093644	21.784564	2.9840832	CIRBP	cold inducible RNA binding protein
200889_s_at	1.66e-12	4.84e-14	-11.08556	21.761565	-2.5591399	SSR1	signal sequence receptor subunit 1
219079_at	1.69e-12	4.94e-14	-11.078459	21.741359	-3.407665	CYB5R4	cytochrome b5 reductase 4
238245_at	1.72e-12	5.02e-14	11.072203	21.723547	1.4841114	ENPP7	ectonucleotide pyrophosphatase/phosphodiesterase 7
1554390_s_at	1.72e-12	5.03e-14	-11.072111	21.723287	-3.2421051	ACTR2	ARP2 actin related protein 2 homolog
202736_s_at	1.74e-12	5.09e-14	-11.067895	21.711281	-4.0727313	LSM4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated
230793_at	1.75e-12	5.13e-14	-11.064904	21.702763	-3.8466814	CARMIL1	capping protein regulator and myosin 1 linker 1
228278_at	1.76e-12	5.15e-14	11.063541	21.698881	2.9483455	NFIX	nuclear factor I X
1569609_at	1.82e-12	5.33e-14	11.051579	21.6648	3.7245885		
219544_at	1.82e-12	5.34e-14	-11.050662	21.662187	-2.5128982	BORA	bora, aurora kinase A activator
214066_x_at	1.85e-12	5.45e-14	11.043424	21.641556	1.3444008	NPR2	natriuretic peptide receptor 2
232065_x_at	1.85e-12	5.46e-14	-11.042813	21.639813	-1.8120845	CENPL	centromere protein L
229021_at	1.86e-12	5.48e-14	11.04193	21.637296	1.2727982	MCTP2	multiple C2 and transmembrane domain containing 2
1557866_at	1.89e-12	5.57e-14	11.035845	21.619946	1.5360717	CFAP157	cilia and flagella associated protein 157
1559397_s_at	1.90e-12	5.62e-14	-11.033122	21.612178	-2.3523757	PRR14	proline rich 14
225986_x_at	1.91e-12	5.66e-14	11.030632	21.605074	1.6662785	CPSF2	cleavage and polyadenylation specific factor 2
228538_at	1.92e-12	5.69e-14	11.028614	21.599318	3.0498218	ZNF662	zinc finger protein 662
229127_at	1.93e-12	5.72e-14	11.026789	21.594113	3.1246346	JAM2	junctional adhesion molecule 2
205522_at	1.93e-12	5.73e-14	11.026325	21.592787	2.1870477	HOXD4	homeobox D4
202375_at	1.96e-12	5.83e-14	-11.019937	21.574559	-2.3259991	SEC24D	SEC24 homolog D, COPII coat complex component
210568_s_at	1.96e-12	5.84e-14	-11.019263	21.572637	-2.266112	RECQL	RecQ like helicase
209305_s_at	2.00e-12	5.95e-14	-11.013136	21.555148	-4.0358503	GADD45B	growth arrest and DNA damage inducible beta
234723_x_at	2.00e-12	5.98e-14	11.011247	21.549754	1.5170957		
1566145_s_at	2.01e-12	6.00e-14	11.009733	21.545431	2.0279571	LOC101930100///LOC101928669///LOC644450	uncharacterized LOC101930100///uncharacterized LOC101928669///uncharacterized LOC644450
244042_x_at	2.01e-12	6.02e-14	11.008779	21.542707	3.6235456		
216304_x_at	2.04e-12	6.10e-14	-11.004218	21.529682	-1.5760224	YME1L1	YME1 like 1 ATPase
200593_s_at	2.04e-12	6.11e-14	-11.003541	21.527747	-1.373208	HNRNPU	heterogeneous nuclear ribonucleoprotein U
229357_at	2.04e-12	6.13e-14	11.002318	21.524253	4.3340463	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5
212379_at	2.08e-12	6.24e-14	-10.996289	21.50703	-2.1426541	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
213661_at	2.09e-12	6.29e-14	10.993637	21.499453	4.1788095	PAMR1	peptidase domain containing associated with muscle regeneration 1
223341_s_at	2.13e-12	6.42e-14	-10.986243	21.478321	-3.2309997	SCOC	short coiled-coil protein
204318_s_at	2.14e-12	6.44e-14	-10.985083	21.475006	-3.2545496	GTSE1	G2 and S-phase expressed 1
217717_s_at	2.14e-12	6.46e-14	-10.984098	21.47219	-1.9194858	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta
1554768_a_at	2.14e-12	6.46e-14	-10.983944	21.47175	-4.1923637	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)
200868_s_at	2.15e-12	6.51e-14	-10.981147	21.463754	-2.1559945	RNF114	ring finger protein 114
225106_s_at	2.17e-12	6.58e-14	-10.977742	21.454017	-3.1134443	OGFOD1	2-oxoglutarate and iron dependent oxygenase domain containing 1
213088_s_at	2.19e-12	6.64e-14	-10.974234	21.443984	-2.2101013	DNAJC9	DnaJ heat shock protein family (Hsp40) member C9
200738_s_at	2.22e-12	6.72e-14	-10.970021	21.431935	-2.6135252	PGK1	phosphoglycerate kinase 1
204799_at	2.23e-12	6.77e-14	-10.967697	21.425285	-3.198989	ZBED4	zinc finger BED-type containing 4
232540_x_at	2.26e-12	6.88e-14	10.961915	21.408743	2.2722363		
208453_s_at	2.30e-12	7.00e-14	-10.956098	21.392093	-3.2259779	XPNPEP1	X-prolyl aminopeptidase 1
218872_at	2.30e-12	7.00e-14	10.955973	21.391734	3.6155107	TESC	tescalcin
215380_s_at	2.30e-12	7.02e-14	-10.954921	21.388723	-2.4902579	GGCT	gamma-glutamylcyclotransferase
214007_s_at	2.33e-12	7.11e-14	-10.950507	21.376088	-4.1536885	TWF1	twinfilin actin binding protein 1
218389_s_at	2.34e-12	7.16e-14	-10.948101	21.369198	-3.1786705	APH1A	aph-1 homolog A, gamma-secretase subunit
206235_at	2.35e-12	7.18e-14	-10.947251	21.366764	-2.4469891	LIG4	DNA ligase 4
32069_at	2.38e-12	7.30e-14	-10.941393	21.349988	-1.7548719	N4BP1	NEDD4 binding protein 1
220363_s_at	2.38e-12	7.31e-14	-10.940972	21.348782	-2.0655307	ELMO2	engulfment and cell motility 2
201871_s_at	2.43e-12	7.45e-14	10.93426	21.329551	1.4735412	UBXN1	UBX domain protein 1
212730_at	2.45e-12	7.53e-14	10.930215	21.317961	5.7231425	SYNM	synemin
211801_x_at	2.46e-12	7.58e-14	-10.928276	21.312405	-2.866714	MFN1	mitofusin 1
217356_s_at	2.47e-12	7.61e-14	-10.92691	21.308488	-4.8874685	PGK1	phosphoglycerate kinase 1
218095_s_at	2.48e-12	7.63e-14	-10.925664	21.304917	-2.2297111	TMEM165	transmembrane protein 165
